id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,ddc,location,accession_no,image_url
995,Ruby,Sterling,Sterling Ruby,LA/BJ,,,,,,,,,,,,false,,,,,,,,,,,,
996,Ruff,Thomas,Thomas Ruff,Interieurs,,,,,,,,,,,,false,,,,,,,,,,,,
997,Ruff,Thomas,Thomas Ruff,Lichten,,,,,,,,,,,,false,,,,,,,,,,,,
998,Ruscha,Edward,Edward Ruscha,Editions 1959-1999,Enberg/Walker Arts Center,,,,,,,,,,,false,,,,,,,,,,,,
999,Ruscha,Edward,Edward Ruscha,Karma,Gagosian,,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
1000,Ruscha,Edward,Edward Ruscha,Paintings Volume One,,,,,,,,,,,,false,,,,,,,,,,,,
1001,Ruscha,Edward,Edward Ruscha,Photographer,Rowel,,,,,,,,,,,false,,,,,,,,,,,,
1002,Ruscha,Edward,Edward Ruscha,Los Angeles Apartments,,,,,,,,,,,,false,,,,,,,,,,,,
1003,Ruscha,Edward,Edward Ruscha,Photography,Whitney,,,,,,,,,,,false,,,,,,,,,,,,
1004,Ruscha,Edward,Edward Ruscha,Metro Mattresses,,,,,,,,,,,,false,,,,,,,,,,,,
1005,Ryden,Mark,Mark Ryden,The Tree Show,,,,,,,,,,,,false,,,,,,,,,,,,
1006,S,,,S,,,,,,,,,,,,false,,,,,,,,,,,,
1007,Sachs,Tom,Tom Sachs,Tea Ceremony Manual,,,,,,,,,,,,false,,,,,,,,,,,,
1008,Saman,Moises,Moises Saman,Discordia,,,,,,,,,,,,false,,,,,,,,,,,,
1009,Samsom,Marja,Marja Samsom,Diary of a Forgotten Actress: 1972-1979,,2015,,,,,,"26/250, Cuarted by Inez & Vinoodh",,,true,,,,,,,,,,,,,
1010,Sancari,Mariela,Mariela Sancari,Moisés,La Fábrica,2015,26.0,17.5,,Two books with intermingled pages,64,1000,,,,false,,,https://www.marielasancari.com/6855684-moises,,,,,,,,,
1011,Santo Domingo,Juilo Mario,Juilo Mario Santo Domingo,Ex Libris,,,,,,,,"A 480 page, single volume, trade edition",,,,false,,,,,,,,,,,,
1012,Sassen,Viviane,Viviane Sassen,Of Mud and Lotus,,,,,,,,,,,,false,,,https://www.vivianesassen.com/,,,,,,,,,
1013,Sassen,Viviane,Viviane Sassen,Sketches Polaroids made in Africa 2002- 2010,,,,,,,,2nd,,,,false,,,https://www.vivianesassen.com/,,,,,,,,,
1014,Sassen,Viviane,Viviane Sassen,Roxane II,,,,,,,,,,,,false,,,https://www.vivianesassen.com/,,,,,,,,,
1015,Saul,Peter,Peter Saul,Crime and Punishment,Phaidon,,31.8,29.2,,Hardback,192,100 illustrations,9781838660796,Edited by Massimiliano Gioni and Gary Carrion-Murayari,,false,,,,,,,,,,,,/assets/images/covers/9781838660796.jpg
1016,Saunders,Norman,Norman Saunders,,,,,,,,,,,,,false,,,,,,,,,,,,
1017,Saveri,Lele,Lele Saveri,Landscapes (original Risograph print),,,,,,,,,,,,false,,,,,,,,,,,,
1018,Saville,Jenny,Jenny Saville,Elips,Gagosian,,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
1019,Saville,Peter,Peter Saville,Peter Saville Estate 1-127,,,,,,,,,,,,false,,,,,,,,,,,,
1020,Saville,Peter,Peter Saville,Designed By Peter Saville,,,,,,,,,,,,false,,,,,,,,,,,,
1021,Sawatari,Hajime,Hajime Sawatari,Nagisa Hotel,Super Labo,2015,,,,,,Lmtd edition of 800,9784905052890,,,false,,,,,,,,,,,,
1022,Schabel,John,John Schabel,Passengers,,,,,,,,,,,,false,,,,,,,,,,,,
1023,Scher,Julia,Julia Scher,Always there,Sternberg Press,2002,,,,Paperback,,,,,,false,,,,,Surveillance Index,,,,,,,
1024,Scher,Julia,Julia Scher,Tell Me When You Re Ready - Works From 1990-1995,PFM,2002,,,,Hardcover,224,,9780971909809,,,false,,,,,,,,,,,,/assets/images/covers/9780971909809.jpg
1025,Scheunemann,Diana,Diana Scheunemann,Ambisexual,Vision on,2001,14.6,10.2,0.6,Paperback,64,,9781903399460,,,false,,,,,,,,,,,,/assets/images/covers/9781903399460.jpg
1026,Scheurwater,Hester,Hester Scheurwater,All I Ever Wanted,Editions Bessard,2015,,,,,,,9791091406291,,,false,,,,,,,,,,,,
1027,Schles,Ken,Ken Schles,Invisible City,Steidl,2015,,,,,,,9783869306919,,,true,,,,https://steidl.de,,,,,,,,/assets/images/covers/9783869306919.jpg
1028,Schles,Ken,Ken Schles,Night Walk,Steidl,2015,,,,,,,9783869306926,,,true,,,,https://steidl.de,,,,,,,,/assets/images/covers/9783869306926.jpg
1029,Schmelling,Michael,Michael Schmelling,My Blank Pages,The Ice Plant,2016,,,,,,,9780989785952,,,true,,,,,,,,,,,,/assets/images/covers/9780989785952.jpg
1030,Schmidt,Michael,Michael Schmidt,Waffenruhe (Ceasefire),,,,,,,,,,,,false,,,,,,,,,,,,
1031,Schmidt,Michael,Michael Schmidt,NATUR,MACK,,,,,,,,,,,false,,,,https://mackbooks.co.uk,,,,,,,,
1032,Schmidt,Jason,Jason Schmidt,Artists,Edition 7L,,,,,,,,,,,false,,,,,,,,,,,,
1033,Schmidt,Jason,Jason Schmidt,Artists II,Steidl,,,,,,,,,,,false,,,,https://steidl.de,,,,,,,,
1034,Schmied,Andi,Andi Schmied,Private Views: A High-Rise Panorama of Manhattan,"VI PER Gallery, Prague.",2020,31.5,23.5,,"Hardback, Cloth",,"Perfect binding, Silver Embossed",9788070912560,"Editors: Irena Lehkoživová, Barbora Špičáková.","Essays: Sara Emilia Bernat, f-architecture, Irena Lehkoživová, Ava Lynam, Peter Noever, Jack Self, Michael Sorkin, Samuel Stein, Barbora Špičáková, Anthony Vidler, Sharon Zukin.",false,,"All of us want to see Manhattan from above, but very few can do it from their own living room. Private Views is here to satisfy our incessant curiosity about a hidden elite world that we can only observe from outside, or occasionally, from an overpriced viewing point crowded with tourists. While posing as an apartment-hunting Hungarian billionaire, Andi Schmied accessed and documented Manhattan's most exclusive high-rise properties. For the duration of the project, she inhabited a fictional persona: Gabriella, a mother of one whose husband is an antique dealer. Dressing as Gabriella and acting as Gabriella, she prepared for the family's upcoming move to Manhattan. Complemented by essays, and fragments of the real estate conversations, the book guides its readers through the sunset from the Trump Tower and dawn over Central Park from the private ballroom of the tallest residential tower on the planet, showcasing samples of the world's most luxurious materials, such as the Calacatta Tucci marble used in bathrooms overlooking the Empire State Building.",http://andischmied.com,http://www.vipergallery.org/en/bookstore/andi-schmied-private-views,NYC,"Surveillance, NYC",Surveillance Index,,,"Hudson Street Library, NYC",,
1035,Schmit,Aurel,Aurel Schmit,Maneater,,,,,,,,,,,,false,,,,,,,,,,,,
1036,Schnabel,Julian,Julian Schnabel,Draw A Family,Karma,,,,,,,,,,,false,,,,https://karmakarma.org/,,,,,,,,
1037,Schnabel,Julian,Julian Schnabel,Polaroids,Prestel,,,,,,,,,,,false,,,,,,,,,,,,
1038,Schonberger,Ben,Ben Schonberger,Beautiful Pig,,,,,,,,,,,,false,,,http://www.benschonberger.com/new-page/,,,,,,,,,
1039,Schorr,Collier,Collier Schorr,Contacts,IDEA Books,2015,,,,,,100,,,,false,,"this bookzine is based on Schorr's seminal book 'Jens F', published by Steidl/MACK. The work is a study of Andrew Wyeth's series of paitings of a girl named Helga. Schorr began to photograph a young boy in many of the positions that Wyeth painted Helga; to give someone another identity and photograph them through the transformation. During the process, Wyeth's book 'The Helga Pictures' became a sketchbook, filled with contact prints, annotations and so where the viewer sees only the finished and perfected photograph. 'Contacts' shows a deeper view into this process",,https://mackbooks.co.uk,,,,,,,,
1040,Schorr,Collier,Collier Schorr,Paul's Book,MACK,2019,,,,,,,,,,false,,,,https://mackbooks.co.uk,,,,,,,,
1041,Schorr,Collier,Collier Schorr,8 Women,MACK,2014,,,,,,,9781907946424,,,false,,"8 Women presents work which spans from the mid-nineties to the present. Schorr's earliest works utilised appropriated adverts from fashion magazines to address issues of authorship and desire; the works introduced a female gaze into the debate about female representation. Appropriation was Schorr's first medium and in some sense she returns to it, taking her own commissioned fashion images and folding them into a dialogue with other works. The works in 8 Women propose a variety of subjects, all of whom are involved in performance, be it as artists, models or musicians. Schorr, who has been working in fashion for the last 10 years, created sets that doubled as her studio, teasing out images that could only be made with a subject that could travel between the object of desire and the enforcer of an identity crafted in that very moment. Working between out-takes and manipulations of tear sheets, Schorr questions who the women that desire to be looked at are, as well as what power exists in acknowledging that as a post-feminist position.",https://www.collierschorr.com/,https://mackbooks.co.uk,"Photography, Fashion, Gender, Performance, Female gaze","Fashion Photography, Contemporary Art, Gender Studies",,,,,/assets/images/books/Schorr_8_Women_9781907946424.jpg,/assets/images/books/Schorr_8_Women_9781907946424.jpg
1042,Schorr,Collier,Collier Schorr,I Blame Jordan,,2016,,,,,,,,,,false,,,,,,,,,,,,
1043,Schorr,Collier,Collier Schorr,Neighbors/Nachbarn,,2006,,,,,,,,,,false,,,,,,,,,,,,
1044,Schubert,Erik,Erik Schubert,How to Win Friends and Influence People,Lavalette,2013,,,,,,,,,,,false,,,,,,,,,,,
1045,Schwitters,Ernst,Ernst Schwitters,Ernst Schwitters in Norway: Photographs 1930-1960 (Multilingual Edition),Hatje Cantz,2006,21.6,27.9,,,,,,,,false,,,,https://www.hatjecantz.de/,,,,,,,,
1046,Seawright,Paul,Paul Seawright,Things Left Unsaid,,,,,,,,,,,,false,,,,,,,,,,,,
1047,Sepuya,Paul Mpagi Sepuya,Paul Mpagi Sepuya Sepuya,Paul Mpagi Sepuya,Aperture,,,,,,,,,,,false,,,,https://aperture.org/,,,,,,,,
1048,Serra,Richard,Richard Serra,Serra 2013,Gagosian New York,,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
1049,Serra,Richard,Richard Serra,Richard Serra Early Work,steidl David Zwirner,,,,,,,,,,,false,,,,https://www.davidzwirnerbooks.com/,,,,,,,,
1050,Serra,Richard,Richard Serra,Richard Serra Drawing,"Rose|White|Garreks, Menil",,,,,,,,,,,false,,,,,,,,,,,,
1051,Serra,Richard,Richard Serra,East-West/West-East,Steidl,,,,,,,,,,,false,,,,https://steidl.de,,,,,,,,
1052,Sethi,Nick,Nick Sethi,Khichdi (kitchari),,,,,,,,,,,,false,,,,,,,,,,,,
1053,Sethi,Nick,Nick Sethi,Pul Ke Niche,,,,,,,,,,,,false,,,,,,,,,,,,
1054,Sevigny,Chloe,Chloe Sevigny,No Time for Love,,,,,,,,,,,,false,,,,,,,,,,,,
1055,Shafran,Nigel,Nigel Shafran,The People on the Street,,,,,,,,,,,,false,,,,,,,,,,,,
1056,Shaw,Chris,Chris Shaw,Before and After Night Porter,,,,,,,,,,,,false,,,,,,,,,,,,
1057,Shaw,Jeremy,Jeremy Shaw,Jeremy Shaw,Swiss Institute and Centre Pompidou,2020,Shaw,Jeremy,Jeremy Shaw,Jeremy Shaw,Swiss Institute and Centre Pompidou,2020,,,,Hardback boards,142,perfect binding,,,,false,,,,,,
1058,Shea,Daniel,Daniel Shea,43-35 10th Street,Kodoji Press,2018,27.0,24.0,,Softcover,288,"Sewn Bound, colour",9783037470862,"Daniel Shea, Walter Benn Michaels, Winfried Heininger",,false,,"43-35 10th Street is a book about architecture and its relationship to ideological and socioeconomic shifts. The work began with a simple premise; for Shea to observe the residential real estate boom in his neighborhood of New York City, Long Island City. This type of development boom, happening in cities globally, is a distinctly late capitalist solution to the perception of housing needs. Images of Long Island City in New York are juxtaposed with the government buildings in the famed Brazilian city of Brasilia, built ex-nihilo 50 years ago. Images of a dying California industrial town suggest a cycle of dissolution, real estate value, and entropy.",https://www.danielpshea.com/,,,"Architectural photography, Brasília (Distrito Federal, Brazil) -- Pictorial works, City planning -- Pictorial works, Documentary photography, Gentrification, Human ecology -- Pictorial works, Long Island City (New York, N.Y.) -- Pictorial works, Photography, Artistic, Searles Valley (Calif.) -- Pictorial works",,,,,,/assets/images/books/Shea_43_35_10th_Street_9783037470862.jpg
1059,Shea,Daniel,Daniel Shea,"Blisner, IL",,,,,,,,,,,,false,,,https://www.danielpshea.com/,,,,,,,,,
1060,Shearer,Steven,Steven Shearer,Steven Shearer,,,,,,,,,,,,false,,,,,,,,,,,,
1061,Sheshivari,Izet,Izet Sheshivari,505,edition fink,2015,,,,,1216,"Part of the ""fink twice"" series",,,,false,,"A compilation bringing together reprints of 28 out-of-print artist's notepads originally published by Sheshivari in his own publishing house, Boabooks, between 2008 and 2011. These original notepads featured contributions (images and text) from various contemporary artists, including Olivier Mosset, Isabelle Cornaro, and Jérémie Gindre, among others. The book is primarily an art publication and a documentation of Sheshivari's curatorial and publishing work with Boabooks, allowing readers to view the development of the series as a whole.",,,,,,,,,,/assets/images/books/Sheshivari_505.jpg
1062,Shiga,Lieko,Lieko Shiga,Blind Date,,,,,,,,,,,,false,,,,,,,,,,,,
1063,Shiinoki,Shunsuke,Shunsuke Shiinoki,Deko + Munition,,,,,,,,,,,,false,,,,,,,,,,,,
1064,Shinoyama,Kishin,Kishin Shinoyama,No Nude - Virgin Lisa,Asahi Press,2009,,,,,62,,9784255004686,,,false,,,,,,,,,,,,/assets/images/covers/9784255004686.jpg
1065,Shinoyama,Kishin,Kishin Shinoyama,Olele Olala,,,,,,,,,,,,false,,,,,,,,,,,,
1066,Silano,Pacifico,Pacifico Silano,I Wish I Never Saw the Sunshine.,Loose Joints,2021,24.8,19.7,,Hardbound,40,40 color illustrations,9781912719242,,,false,,"American conceptual artist Pacifico Silano’s practice is rooted in excavating the printed ephemera of gay culture to create new images that comment on loss, longing and queer melancholy. In particular, Silano uses the gestures of framing, cropping and layering vintage gay erotica to comment on the HIV/AIDS crisis and its reverberations on queer lives, which included the loss of the artist's uncle at the height of the epidemic. I Wish I Never Saw the Sunshine is Silano’s first artist’s book, and engages with an ambitious accordion-folded format that references Silano’s photo-based installations: two twenty-panel long sequences that can be read as both one continuous collage and a sequence of individual images. Included in the book is an interview with the artist by José Diaz, Chief Curator of The Andy Warhol Museum.",,,,,,,,,,
1067,Silano,Pacifico,Pacifico Silano,Tear Sheets,,,,,,,,,,,,false,,,,,,,,,,,,
1068,Sillman,Amy,Amy Sillman,A Summer,Gladstone Gallery,2021,,,,Softback,,,,,Marco Caroti,false,,"99 flowers, a guide, a calendar, an index, and a conversation.",,https://www.gladstonegallery.com/,,,,,,,,/assets/images/books/Sillman_A_Summer_NULL.jpeg
1069,Silva,Giovanna,Giovanna Silva,Inch by Inch House by House Alley by Alley,,,,,,,,,,,,false,,,,,,,,,,,,
1070,Simmons,Laurie,Laurie Simmons,The Love Doll,,,,,,,,,,,,false,,,,,,,,,,,,
1071,Simmons,Laurie,Laurie Simmons,Photographs 1978/79,,,,,,,,,,by Collier Schorr and Laurie Simmons,false,,,,,,,,,,,,,
1072,Simmons,Gary,Gary Simmons,,Damiani,,,,,,,,,,,false,,,,https://www.damianieditore.com/,,,,,,,,
1073,Simon,Taryn,Taryn Simon,Paperwork And The Will Of Capital,"Hatje Cantz, Gagosian",,,,,,,,,,,false,,,http://tarynsimon.com/,https://gagosian.com/,,,,,,,,
1074,Simon,Taryn,Taryn Simon,The Color of a Flea’s Eye: The Picture Collection,Cahiers d'Art,2020,39.2,28.5,4.2,"Hardcover, boxed",460,,9782851173140,,,false,,"A tremendous feat of bookmaking, Taryn Simon's The Color of a Flea's Eye deploys prints, postcards and other ephemera to explore the organization of visual information through the New York Public Library's beloved archive Taryn Simon's The Color of a Flea's Eye presents a history of the New York Public Library's Picture Collection--a legendary trove of more than one million prints, photographs, postcards, posters and images from disused books and periodicals. Since its inception in 1915, the Picture Collection has been a vital resource for writers, historians, artists, filmmakers, fashion designers and advertising age",http://tarynsimon.com/,https://www.cahiersdart.com,Individual Photographer Monographs,"Photography / Individual Photographers / Monographs, Cataloging of pictures -- New York (State) -- New York, Photography, Artistic -- 21st century",,,,HSL,,
1075,Simon,Taryn,Taryn Simon,An American Index of the Hidden and Unfamiliar,Steidl,2007,34.0,25.9,2.3,Hardcover,152,,9783865213808,,,false,,,http://tarynsimon.com/,https://steidl.de,Individual Photographer Monographs,,,,,,,/assets/images/covers/9783865213808.jpg
1076,Simon,Taryn,Taryn Simon,Contraband,Steidl,2010,23.4,17.8,3.8,Paperback,479,,9783869301341,,,false,,,http://tarynsimon.com/,https://steidl.de,Individual Photographer Monographs,,,,,,,/assets/images/covers/9783869301341.jpg
1077,Simon,Taryn,Taryn Simon,"Rear Views, a Star-forming Nebula, and the Office of Foreign Propaganda",Tate Publishing,2015,26.9,15.0,4.1,Hardcover,388,with 200 color plates;,9781849762359,,,false,,,http://tarynsimon.com/,,,,,,,,,
1078,Simon,Taryn,Taryn Simon,Birds of the West Indies,Hatje Cantz,2013,20.5,30.5,,Hardcover,440,clothbound,9783775736633,,,false,,,http://tarynsimon.com/,https://www.hatjecantz.de/,,,,,,,,/assets/images/covers/9783775736633.jpg
1079,Sims,David,David Sims,Supreme,Supreme,2015,,,,,,w/ poster inscribed,,,,true,,,,,,,,,,,,
1080,"Sims; Hawkesworth, Jamie;",David,"David Sims; Hawkesworth, Jamie;",Siam's Guy,,,,,,,,,,,,false,,,,,,,,,,,,
1081,Simpson,Lorna,Lorna Simpson,Lorna Simpson,Phaidon Press,,,,,,,,9781838661243,,,false,,,,https://www.phaidon.com/,,,,,,,,/assets/images/books/Simpson_Lorna_Simpson_9781838661243.jpg
1082,Simpson,Lorna,Lorna Simpson,Collages,,,,,,,,,,,,false,,,,,,,,,,,,/assets/images/books/Simpson_Collages_NULL.jpg
1083,Simpson,Lorna,Lorna Simpson,Works on Paper,Aspen Art Museum,,,,,,,,,,,false,,,,,,,,,,,,/assets/images/books/Simpson_Works_on_Paper_NULL.jpg
1084,Snapp,Colin,Colin Snapp,VISTA,,,,,,,,,,,,false,,,,,,,,,,,,
1085,Sobol,Jacob Aue,Jacob Aue Sobol,With And Without You,,,,,,,,,,,,false,,,,,,,,,,,,
1086,"Sorrenti; Goldberg,Jim",Davide,"Davide Sorrenti; Goldberg,Jim",Let's Panic,,,,,,,,,,,,false,,,,,,,,,,,,
1087,Soth,Alec,Alec Soth,A Pound of Pictures,Mack,2022,25.3,31.0,,Embossed linen hardcover with front and back tip-in,156,"Three different papers, including a marbled Japanese stock and five randomised replica vernacular photographs",9781913620110,,,false,,"A Pound of Pictures is a stream-of-consciousness celebration of the photographic medium, bringing together an entirely new collection of work by Alec Soth made between 2018 and 2021. Depicting a sprawling array of subjects — from Buddhist statues and birdwatchers to sun-seekers and busts of Abe Lincoln — this book reflects on the photographic desire to pin down and crystallise experience, especially as it is represented and recollected by printed images. Throughout this eclectic sequence are the recurring presences of iconography, of souvenirs and mementos, and of the image-makers that surround us day to day. Forming a winding, ruminative road trip, Soth's photographs are followed by his own notes and reflections in an extended afterword. Each book contains five randomised replica vernacular photographs loosely inserted within the pages.",https://alecsoth.com,https://mackbooks.co.uk,"Photography, American, Contemporary, Documentary, Road trip","Photographer Monographs, Contemporary Photography",,,,,,/assets/images/books/Soth_A_Pound_of_Pictures_9781913620110.jpg
